iter	MultiClass
0	3.265026188
1	2.763318924
2	2.586252322
3	2.435771309
4	2.272398592
5	2.171718804
6	2.088219165
7	1.988259318
8	1.836039164
9	1.71449798
10	1.54206147
11	1.443467603
12	1.394235847
13	1.268290427
14	1.20615211
15	1.168933646
16	1.134637869
17	1.099506731
18	1.011382941
19	0.9490444334
20	0.904796457
21	0.8840178941
22	0.8511217555
23	0.8309873611
24	0.8132913271
25	0.7796743938
26	0.7620268966
27	0.7452371106
28	0.7157689352
29	0.6859846247
30	0.6606706118
31	0.6347291817
32	0.6163352834
33	0.5995165365
34	0.5874150725
35	0.5696281136
36	0.5558796057
37	0.5402229351
38	0.5292538642
39	0.5139054328
40	0.5041121938
41	0.4835737353
42	0.4577904264
43	0.4316979627
44	0.4223717426
45	0.4049427818
46	0.3862567747
47	0.3771253227
48	0.3607455898
49	0.3537739645
50	0.3471838871
51	0.3357755154
52	0.3270951599
53	0.3182138785
54	0.3033541376
55	0.2971588432
56	0.2908872148
57	0.2811982993
58	0.2753401524
59	0.2659650331
60	0.2597134073
61	0.2520963034
62	0.2438873421
63	0.2364857273
64	0.2315151844
65	0.2205685033
66	0.2100092823
67	0.2065839129
68	0.1990508575
69	0.194095187
70	0.189275611
71	0.1834503687
72	0.1791948061
73	0.1746839047
74	0.1719171449
75	0.1695033578
76	0.1639102836
77	0.1592341196
78	0.154571882
79	0.1493201951
80	0.1463166115
81	0.1439729838
82	0.1392772773
83	0.1358435183
84	0.1326918545
85	0.1291183597
86	0.1262865717
87	0.1245961487
88	0.1212690911
89	0.11879032
90	0.1154914157
91	0.1120340516
92	0.1087147264
93	0.1066508033
94	0.1040878557
95	0.1016652217
96	0.09978072308
97	0.09676552559
98	0.09430430659
99	0.09297307601
100	0.09063774981
101	0.08911245879
102	0.08785384566
103	0.08666427289
104	0.08531538493
105	0.08411038543
106	0.08288554808
107	0.08055632787
108	0.07857222321
109	0.0773503299
110	0.07573733601
111	0.07468299889
112	0.07382155078
113	0.07282438126
114	0.07209165669
115	0.07016134429
116	0.06925879846
117	0.0684370076
118	0.06777499744
119	0.06686929338
120	0.06573653629
121	0.06503991109
122	0.06430703672
123	0.06370317535
124	0.06297601603
125	0.0623121829
126	0.06140560094
127	0.06027282027
128	0.05911759964
129	0.05861665131
130	0.05817869554
131	0.05722866686
132	0.05626921288
133	0.05565075647
134	0.05520019184
135	0.05475289455
136	0.05404388633
137	0.05277827443
138	0.05195303954
139	0.05151997294
140	0.05050608626
141	0.05000843337
142	0.04949148345
143	0.04876964366
144	0.04827376691
145	0.047715648
146	0.04704482344
147	0.04668239727
148	0.04548564125
149	0.0443483126
150	0.04359167677
151	0.04317510224
152	0.04234010549
153	0.04176661211
154	0.04109126656
155	0.04072421989
156	0.04028558815
157	0.03973652502
158	0.03941791487
159	0.03919146009
160	0.03886094805
161	0.03857231895
162	0.03829267626
163	0.03779416573
164	0.03745814445
165	0.0369104452
166	0.03640820501
167	0.03604864335
168	0.03583090369
169	0.03509126303
170	0.03467936916
171	0.03421492465
172	0.0338195334
173	0.03344454151
174	0.03316136595
175	0.03285038983
176	0.0324892672
177	0.03206045659
178	0.03181992581
179	0.03167626774
180	0.03137703588
181	0.03112792253
182	0.03076115242
183	0.03039435597
184	0.0301055909
185	0.02993831126
186	0.02950686537
187	0.02938886461
188	0.02919400099
189	0.02880281959
190	0.0284268384
191	0.02832265076
192	0.02786476792
193	0.02765112428
194	0.02742257644
195	0.0271592652
196	0.02702386476
197	0.02676938284
198	0.02645673985
199	0.02618632511
200	0.02603467264
201	0.02588225747
202	0.0257449982
203	0.02565961956
204	0.02540779405
205	0.02521044449
206	0.02501419255
207	0.02477754957
208	0.02459815646
209	0.02441706861
210	0.02414370938
211	0.02406830569
212	0.02385844021
213	0.0236598188
214	0.02344273593
215	0.023253721
216	0.02307215187
217	0.0228512316
218	0.02274895562
219	0.02256716264
220	0.02240366191
221	0.02222996935
222	0.02216639845
223	0.02200796316
224	0.02179949301
225	0.02162922443
226	0.02147668362
227	0.02141555823
228	0.02124595513
229	0.02113904756
230	0.02097668928
231	0.02083127164
232	0.02064314733
233	0.02044300189
234	0.02030435043
235	0.02025085073
236	0.02018273707
237	0.02000461853
238	0.01983713633
239	0.0197865212
240	0.01964188656
